Tissue	Comparison	Expression	Nvir_gene_id	Uniprot_entry	Protein_names	logFC	logCPM	LR	Pvalue	FDR	GO_ID	GO_category	GO_term	Search_term_match
skin	bsal_ctl	up	comp363439	IL8_RABIT	Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8) (Neutrophil attractant/activation protein 1) (NAP-1) (Permeability factor 1) (PF1) (rPF1)	2.965853819	4.24E+00	17.24513276	3.29E-05	0.004476562	"GO:0006955, GO:0071347, GO:0006954, GO:0090023, GO:0032496, GO:0071222, GO:0009617, GO:1903900, GO:0071356, GO:0008152, GO:0030260, GO:0045766, GO:0050930, GO:0005576, GO:0008009, GO:0005125"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, MF, MF"	"immune response, cellular response to interleukin-1, inflammatory response, positive regulation of neutrophil chemotaxis, response to lipopolysaccharide, cellular response to lipopolysaccharide, response to bacterium, regulation of viral life cycle, cellular response to tumor_necrosis factor, metabolic process, entry into host_cell, positive regulation of angiogenesis, induction of positive chemotaxis, extracellular region, chemokine activity, cytokine activity "	tumor_necrosis
skin	bsal_ctl	up	comp360053	STAT1_PIG	Signal transducer and activator of transcription 1	1.554342419	4.28E+00	16.91430555	3.91E-05	0.005018487	"GO:0006955, GO:0051607, GO:0060333, GO:0060337, GO:0045087, GO:0071346, GO:0009725, GO:0032727, GO:0007259, GO:0032481, GO:0006919, GO:0071356, GO:0008152, GO:0043124, GO:0010742, GO:0042803, GO:0000979"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, MF, MF"	"immune response, defense response_to_virus, interferon-gamma-mediated signaling pathway, type I interferon signaling pathway, innate immune response, cellular response to interferon-gamma, response to hormone, positive regulation of interferon-alpha production, JAK-STAT cascade, positive regulation of type I interferon production, activation of cysteine-type endopeptidase activity involved in apoptotic process, cellular response to tumor_necrosis factor, metabolic process, negative regulation of I-kappaB kinase/NF-kappaB signaling, macrophage derived foam cell differentiation, protein homodimerization activity, RNA polymerase II core promoter sequence-specific DNA binding "	tumor_necrosis
skin	bsal_ctl	up	comp341894	CCL19_MOUSE	C-C motif chemokine 19 (Epstein-Barr virus-induced molecule 1 ligand chemokine) (EBI1 ligand chemokine) (ELC) (Small-inducible cytokine A19)	2.977361179	1.51E+00	16.24021136	5.58E-05	0.006621084	"GO:0006955, GO:0002606, GO:0071347, GO:0006954, GO:0090023, GO:0042102, GO:0045087, GO:0050776, GO:0071346, GO:0002827, GO:0043123, GO:0032760, GO:0009725, GO:0002250, GO:0050718, GO:0000187, GO:0032735, GO:0060402, GO:0046330, GO:0070374, GO:0045582, GO:0002577, GO:0002579, GO:0032611, GO:0071356, GO:1901224, GO:0035710, GO:0008152, GO:0032731, GO:2000669, GO:0050671, GO:0002821, GO:0002407, GO:0043372, GO:0005576, GO:0009897, GO:0008009, GO:0005125"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, MF, MF"	"immune response, positive regulation of dendritic cell antigen processing and presentation, cellular response to interleukin-1, inflammatory response, positive regulation of neutrophil chemotaxis, positive regulation of t_cell proliferation, innate immune response, regulation of immune response, cellular response to interferon-gamma, positive regulation of T-helper 1 type immune response, positive regulation of I-kappaB kinase/NF-kappaB signaling, positive regulation of tumor_necrosis factor production, response to hormone, adaptive immune response, positive regulation of interleukin-1 beta secretion, activation of MAPK activity, positive regulation of interleukin-12 production, calcium ion transport into cytosol, positive regulation of JNK cascade, positive regulation of ERK1 and ERK2 cascade, positive regulation of t_cell differentiation, regulation of antigen processing and presentation, positive regulation of antigen processing and presentation, interleukin-1 beta production, cellular response to tumor_necrosis factor, positive regulation of NIK/NF-kappaB signaling, CD4-positive, alpha-beta t_cell activation, metabolic process, positive regulation of interleukin-1 beta production, negative regulation of dendritic cell apoptotic process, positive regulation of lymphocyte proliferation, positive regulation of adaptive immune response, dendritic cell chemotaxis, positive regulation of CD4-positive, alpha-beta t_cell differentiation, extracellular region, external side of plasma membrane, chemokine activity, cytokine activity "	tumor_necrosis
skin	bsal_ctl	up	comp362787	NOD1_HUMAN	Nucleotide-binding oligomerization domain-containing protein 1 (Caspase recruitment domain-containing protein 4)	2.100218438	2.817261445	13.12982044	0.000290633	0.022695576	"GO:0042742, GO:0006955, GO:0002606, GO:0071347, GO:0006954, GO:0045087, GO:0050776, GO:0043123, GO:0032760, GO:0009617, GO:0000187, GO:0046330, GO:0070374, GO:0006919, GO:0002577, GO:0002579, GO:0032611, GO:1901224, GO:0032755, GO:0008152, GO:0045088, GO:0032731, GO:0050830, GO:0071225, GO:0051092, GO:1904417, GO:0050999, GO:0042834, GO:0016505, GO:0042803"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, MF, MF, MF"	"defense response to bacterium, immune response, positive regulation of dendritic cell antigen processing and presentation, cellular response to interleukin-1, inflammatory response, innate immune response, regulation of immune response, positive regulation of I-kappaB kinase/NF-kappaB signaling, positive regulation of tumor_necrosis factor production, response to bacterium, activation of MAPK activity, positive regulation of JNK cascade, positive regulation of ERK1 and ERK2 cascade, activation of cysteine-type endopeptidase activity involved in apoptotic process, regulation of antigen processing and presentation, positive regulation of antigen processing and presentation, interleukin-1 beta production, positive regulation of NIK/NF-kappaB signaling, positive regulation of interleukin-6 production, metabolic process, regulation of innate immune response, positive regulation of interleukin-1 beta production, defense response to Gram-positive bacterium, cellular response to muramyl dipeptide, positive regulation of NF-kappaB transcription factor activity, positive regulation of xenophagy, regulation of nitric-oxide synthase activity, peptidoglycan binding, peptidase activator activity involved in apoptotic process, protein homodimerization activity "	tumor_necrosis
skin	bsal_ctl	up	comp364765	ERAP1_HUMAN	Endoplasmic reticulum aminopeptidase 1 (EC 3.4.11.-) (ARTS-1) (Adipocyte-derived leucine aminopeptidase) (A-LAP) (Aminopeptidase PILS) (Puromycin-insensitive leucyl-specific aminopeptidase) (PILS-AP) (Type 1 tumor_necrosis factor receptor shedding aminopeptidase regulator)	1.650833079	5.523945002	12.38346082	0.000433154	0.029634542	"GO:0002474, GO:0006955, GO:0045087, GO:0050776, GO:0002250, GO:0009617, GO:0008152, GO:0045088, GO:0045766, GO:0005576, GO:0008270, GO:0005149"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, MF, MF"	"antigen processing and presentation of peptide antigen via MHC class I, immune response, innate immune response, regulation of immune response, adaptive immune response, response to bacterium, metabolic process, regulation of innate immune response, positive regulation of angiogenesis, extracellular region, zinc ion binding, interleukin-1 receptor binding "	tumor_necrosis
skin	inf_ctl	down	comp112170	CO3_MOUSE	Complement C3 (HSE-MSF) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	-3.451677215	2.00E+00	19.82255929	8.50E-06	0.001499334	"GO:0010828, GO:0006958, GO:0006957, GO:0030449, GO:0002675, GO:0045745, GO:0010866, GO:0010884, GO:0002864, GO:0060100, GO:0002922, GO:0010575, GO:0010954, GO:0002888, GO:0097242, GO:0043277, GO:0048260, GO:1905114, GO:0002891, GO:0005615, GO:0005576, GO:0004866, GO:0001664"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, MF, MF"	"positive regulation of glucose transmembrane transport, complement activation, classical pathway, complement activation, alternative pathway, regulation of complement activation, positive regulation of acute inflammatory response, positive regulation of G protein-coupled receptor signaling pathway, regulation of triglyceride biosynthetic process, positive regulation of lipid storage, regulation of acute inflammatory response to antigenic stimulus, positive regulation of phagocytosis, engulfment, positive regulation of humoral immune response, positive regulation of vascular endothelial growth factor production, positive regulation of protein processing, positive regulation of myeloid leukocyte mediated immunity, amyloid-beta clearance, apoptotic cell clearance, positive regulation of receptor-mediated endocytosis, cell surface receptor signaling pathway involved in cell-cell signaling, positive regulation of immunoglobulin mediated immune response, extracellular space, extracellular region, endopeptidase inhibitor activity, G protein-coupled receptor binding "	antigen
skin	inf_ctl	down	comp28038	CO3_HUMAN	Complement C3 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	-2.853074554	1.049947387	11.26399784	0.000790248	0.033229101	"GO:0010828, GO:0006958, GO:0006957, GO:0030449, GO:0002675, GO:0045745, GO:0010866, GO:0010884, GO:0002864, GO:0060100, GO:0002922, GO:0010575, GO:0010954, GO:0002888, GO:0097242, GO:0043277, GO:0043312, GO:0048260, GO:1905114, GO:0002891, GO:0005615, GO:0035578, GO:0070062, GO:0005576, GO:0004866, GO:0001664"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, MF, MF"	"positive regulation of glucose transmembrane transport, complement activation, classical pathway, complement activation, alternative pathway, regulation of complement activation, positive regulation of acute inflammatory response, positive regulation of G protein-coupled receptor signaling pathway, regulation of triglyceride biosynthetic process, positive regulation of lipid storage, regulation of acute inflammatory response to antigenic stimulus, positive regulation of phagocytosis, engulfment, positive regulation of humoral immune response, positive regulation of vascular endothelial growth factor production, positive regulation of protein processing, positive regulation of myeloid leukocyte mediated immunity, amyloid-beta clearance, apoptotic cell clearance, neutrophil degranulation, positive regulation of receptor-mediated endocytosis, cell surface receptor signaling pathway involved in cell-cell signaling, positive regulation of immunoglobulin mediated immune response, extracellular space, azurophil granule lumen, extracellular exosome, extracellular region, endopeptidase inhibitor activity, G protein-coupled receptor binding "	antigen
skin	inf_ctl	down	comp354405	CLC2L_MOUSE	C-type lectin domain family 2 member L	-3.224726231	1.952272913	12.72504348	0.000360791	0.019618152	NA	NA	NA 	c-type
skin	inf_ctl	down	comp343545	NDP_MOUSE	Norrin (Norrie disease protein homolog)	-1.963174163	1.45E+00	18.13943755	2.05E-05	0.002696393	"GO:1905114, GO:0035426, GO:0005615, GO:0062023, GO:0005576, GO:0001664, GO:0005125"	"BP, BP, CC, CC, CC, MF, MF"	"cell surface receptor signaling pathway involved in cell-cell signaling, extracellular matrix-cell signaling, extracellular space, collagen-containing extracellular matrix, extracellular region, G protein-coupled receptor binding, cytokine activity "	collagen
skin	inf_ctl	down	comp360153	TARSH_HUMAN	Target of Nesh-SH3 (Tarsh) (ABI gene family member 3-binding protein) (Nesh-binding protein) (NeshBP)	-1.502316725	2.256099091	13.3115633	0.000263774	0.015518916	"GO:0007155, GO:0030198, GO:0005615, GO:0062023, GO:0005576, GO:0005518, GO:0005201"	"BP, BP, CC, CC, CC, MF, MF"	"cell adhesion, extracellular matrix organization, extracellular space, collagen-containing extracellular matrix, extracellular region, collagen binding, extracellular matrix structural constituent "	collagen
skin	inf_ctl	down	comp362595	EMIL1_MOUSE	EMILIN-1 (Elastin microfibril interface-located protein 1) (Elastin microfibril interfacer 1)	-1.449622138	1.637174665	12.12872109	0.000496512	0.024168863	"GO:0060394, GO:0048251, GO:0007155, GO:0030198, GO:1901203, GO:1905522, GO:1904027, GO:0030512, GO:0065003, GO:0032966, GO:0005615, GO:0062023, GO:0005576, GO:0005178, GO:0098634, GO:0005201"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, MF, MF, MF"	"negative regulation of pathway-restricted SMAD protein phosphorylation, elastic fiber assembly, cell adhesion, extracellular matrix organization, positive regulation of extracellular matrix assembly, negative regulation of macrophage migration, negative regulation of collagen fibril organization, negative regulation of transforming growth factor beta receptor signaling pathway, protein-containing complex assembly, negative regulation of collagen biosynthetic process, extracellular space, collagen-containing extracellular matrix, extracellular region, integrin binding, cell-matrix adhesion mediator activity, extracellular matrix structural constituent "	collagen
skin	inf_ctl	down	comp355751	FBLN5_BOVIN	Fibulin-5 (FIBL-5)	-1.399146822	1.820541291	11.99780257	0.000532633	0.025243236	"GO:0048251, GO:0007155, GO:0030198, GO:0005615, GO:0062023, GO:0005576, GO:0005178"	"BP, BP, BP, CC, CC, CC, MF"	"elastic fiber assembly, cell adhesion, extracellular matrix organization, extracellular space, collagen-containing extracellular matrix, extracellular region, integrin binding "	collagen
skin	inf_ctl	down	comp363938	BGH3_PIG	Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)	-1.091287144	5.732145649	11.39991045	0.000734476	0.031832146	"GO:0007155, GO:0030198, GO:0005615, GO:0005576, GO:0005178, GO:0005518, GO:0005201"	"BP, BP, CC, CC, MF, MF, MF"	"cell adhesion, extracellular matrix organization, extracellular space, extracellular region, integrin binding, collagen binding, extracellular matrix structural constituent "	collagen
skin	inf_ctl	down	comp325671	FBLN3_HUMAN	EGF-containing fibulin-like extracellular matrix protein 1 (Extracellular protein S1-5) (Fibrillin-like protein) (Fibulin-3) (FIBL-3)	-1.284201368	3.317974317	11.31874454	0.000767286	0.03268075	"GO:0007601, GO:0048563, GO:0005615, GO:0062023, GO:0070062, GO:0005576, GO:0008083, GO:0005201"	"BP, BP, CC, CC, CC, CC, MF, MF"	"visual perception, post-embryonic animal organ morphogenesis, extracellular space, collagen-containing extracellular matrix, extracellular exosome, extracellular region, growth factor activity, extracellular matrix structural constituent "	collagen
skin	inf_ctl	down	comp347878	TGFB3_MOUSE	Transforming growth factor beta-3 proprotein [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-3 (TGF-beta-3)]	-1.451768518	1.728749041	10.58436528	0.00114048	0.041685703	"GO:0051491, GO:0060391, GO:0010862, GO:0060325, GO:0010936, GO:0048702, GO:0043627, GO:0030512, GO:0005615, GO:0062023, GO:0005576, GO:0008083, GO:0034714, GO:0005114, GO:0005125, GO:0034713"	"BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, MF, MF, MF, MF, MF"	"positive regulation of filopodium assembly, positive regulation of SMAD protein signal transduction, positive regulation of pathway-restricted SMAD protein phosphorylation, face morphogenesis, negative regulation of macrophage cytokine production, embryonic neurocranium morphogenesis, response to estrogen, negative regulation of transforming growth factor beta receptor signaling pathway, extracellular space, collagen-containing extracellular matrix, extracellular region, growth factor activity, type III transforming growth factor beta receptor binding, type II transforming growth factor beta receptor binding, cytokine activity, type I transforming growth factor beta receptor binding "	collagen
skin	inf_ctl	down	comp112170	CO3_MOUSE	Complement C3 (HSE-MSF) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	-3.451677215	2.00E+00	19.82255929	8.50E-06	0.001499334	"GO:0010828, GO:0006958, GO:0006957, GO:0030449, GO:0002675, GO:0045745, GO:0010866, GO:0010884, GO:0002864, GO:0060100, GO:0002922, GO:0010575, GO:0010954, GO:0002888, GO:0097242, GO:0043277, GO:0048260, GO:1905114, GO:0002891, GO:0005615, GO:0005576, GO:0004866, GO:0001664"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, MF, MF"	"positive regulation of glucose transmembrane transport, complement activation, classical pathway, complement activation, alternative pathway, regulation of complement activation, positive regulation of acute inflammatory response, positive regulation of G protein-coupled receptor signaling pathway, regulation of triglyceride biosynthetic process, positive regulation of lipid storage, regulation of acute inflammatory response to antigenic stimulus, positive regulation of phagocytosis, engulfment, positive regulation of humoral immune response, positive regulation of vascular endothelial growth factor production, positive regulation of protein processing, positive regulation of myeloid leukocyte mediated immunity, amyloid-beta clearance, apoptotic cell clearance, positive regulation of receptor-mediated endocytosis, cell surface receptor signaling pathway involved in cell-cell signaling, positive regulation of immunoglobulin mediated immune response, extracellular space, extracellular region, endopeptidase inhibitor activity, G protein-coupled receptor binding "	complement
skin	inf_ctl	down	comp361576	IC1_RAT	Plasma protease C1 inhibitor (C1 Inh) (C1Inh) (C1 esterase inhibitor) (C1-inhibiting factor) (Serpin G1)	-2.303207974	4.07E+00	18.43598928	1.76E-05	0.002428333	"GO:0006958, GO:0030449, GO:0001867, GO:0042730, GO:0005615, GO:0005576, GO:0004866"	"BP, BP, BP, BP, CC, CC, MF"	"complement activation, classical pathway, regulation of complement activation, complement activation, lectin pathway, fibrinolysis, extracellular space, extracellular region, endopeptidase inhibitor activity "	complement
skin	inf_ctl	down	comp236730	CO3_PIG	Complement C3 [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	-2.66062622	1.58E+00	15.18252831	9.76E-05	0.007873121	"GO:0010828, GO:0006958, GO:0006957, GO:0045745, GO:0010866, GO:0010884, GO:0005615, GO:0005576, GO:0004866, GO:0001664"	"BP, BP, BP, BP, BP, BP, CC, CC, MF, MF"	"positive regulation of glucose transmembrane transport, complement activation, classical pathway, complement activation, alternative pathway, positive regulation of G protein-coupled receptor signaling pathway, regulation of triglyceride biosynthetic process, positive regulation of lipid storage, extracellular space, extracellular region, endopeptidase inhibitor activity, G protein-coupled receptor binding "	complement
skin	inf_ctl	down	comp28038	CO3_HUMAN	Complement C3 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	-2.853074554	1.049947387	11.26399784	0.000790248	0.033229101	"GO:0010828, GO:0006958, GO:0006957, GO:0030449, GO:0002675, GO:0045745, GO:0010866, GO:0010884, GO:0002864, GO:0060100, GO:0002922, GO:0010575, GO:0010954, GO:0002888, GO:0097242, GO:0043277, GO:0043312, GO:0048260, GO:1905114, GO:0002891, GO:0005615, GO:0035578, GO:0070062, GO:0005576, GO:0004866, GO:0001664"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, MF, MF"	"positive regulation of glucose transmembrane transport, complement activation, classical pathway, complement activation, alternative pathway, regulation of complement activation, positive regulation of acute inflammatory response, positive regulation of G protein-coupled receptor signaling pathway, regulation of triglyceride biosynthetic process, positive regulation of lipid storage, regulation of acute inflammatory response to antigenic stimulus, positive regulation of phagocytosis, engulfment, positive regulation of humoral immune response, positive regulation of vascular endothelial growth factor production, positive regulation of protein processing, positive regulation of myeloid leukocyte mediated immunity, amyloid-beta clearance, apoptotic cell clearance, neutrophil degranulation, positive regulation of receptor-mediated endocytosis, cell surface receptor signaling pathway involved in cell-cell signaling, positive regulation of immunoglobulin mediated immune response, extracellular space, azurophil granule lumen, extracellular exosome, extracellular region, endopeptidase inhibitor activity, G protein-coupled receptor binding "	complement
skin	inf_ctl	down	comp277544	XPC_HUMAN	DNA repair protein complementing XP-C cells (Xeroderma pigmentosum group C-complementing protein) (p125)	-1.053244676	2.154926433	10.76154806	0.001036307	0.03878888	"GO:0000715, GO:0065003, GO:0005739, GO:0032135, GO:0000405"	"BP, BP, CC, MF, MF"	"nucleotide-excision repair, DNA damage recognition, protein-containing complex assembly, mitochondrion, DNA insertion or deletion binding, bubble DNA binding "	complement
skin	inf_ctl	down	comp343545	NDP_MOUSE	Norrin (Norrie disease protein homolog)	-1.963174163	1.45E+00	18.13943755	2.05E-05	0.002696393	"GO:1905114, GO:0035426, GO:0005615, GO:0062023, GO:0005576, GO:0001664, GO:0005125"	"BP, BP, CC, CC, CC, MF, MF"	"cell surface receptor signaling pathway involved in cell-cell signaling, extracellular matrix-cell signaling, extracellular space, collagen-containing extracellular matrix, extracellular region, G protein-coupled receptor binding, cytokine activity "	cytokine
skin	inf_ctl	down	comp347878	TGFB3_MOUSE	Transforming growth factor beta-3 proprotein [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-3 (TGF-beta-3)]	-1.451768518	1.728749041	10.58436528	0.00114048	0.041685703	"GO:0051491, GO:0060391, GO:0010862, GO:0060325, GO:0010936, GO:0048702, GO:0043627, GO:0030512, GO:0005615, GO:0062023, GO:0005576, GO:0008083, GO:0034714, GO:0005114, GO:0005125, GO:0034713"	"BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, MF, MF, MF, MF, MF"	"positive regulation of filopodium assembly, positive regulation of SMAD protein signal transduction, positive regulation of pathway-restricted SMAD protein phosphorylation, face morphogenesis, negative regulation of macrophage cytokine production, embryonic neurocranium morphogenesis, response to estrogen, negative regulation of transforming growth factor beta receptor signaling pathway, extracellular space, collagen-containing extracellular matrix, extracellular region, growth factor activity, type III transforming growth factor beta receptor binding, type II transforming growth factor beta receptor binding, cytokine activity, type I transforming growth factor beta receptor binding "	cytokine
skin	inf_ctl	down	comp112170	CO3_MOUSE	Complement C3 (HSE-MSF) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	-3.451677215	2.00E+00	19.82255929	8.50E-06	0.001499334	"GO:0010828, GO:0006958, GO:0006957, GO:0030449, GO:0002675, GO:0045745, GO:0010866, GO:0010884, GO:0002864, GO:0060100, GO:0002922, GO:0010575, GO:0010954, GO:0002888, GO:0097242, GO:0043277, GO:0048260, GO:1905114, GO:0002891, GO:0005615, GO:0005576, GO:0004866, GO:0001664"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, MF, MF"	"positive regulation of glucose transmembrane transport, complement activation, classical pathway, complement activation, alternative pathway, regulation of complement activation, positive regulation of acute inflammatory response, positive regulation of G protein-coupled receptor signaling pathway, regulation of triglyceride biosynthetic process, positive regulation of lipid storage, regulation of acute inflammatory response to antigenic stimulus, positive regulation of phagocytosis, engulfment, positive regulation of humoral immune response, positive regulation of vascular endothelial growth factor production, positive regulation of protein processing, positive regulation of myeloid leukocyte mediated immunity, amyloid-beta clearance, apoptotic cell clearance, positive regulation of receptor-mediated endocytosis, cell surface receptor signaling pathway involved in cell-cell signaling, positive regulation of immunoglobulin mediated immune response, extracellular space, extracellular region, endopeptidase inhibitor activity, G protein-coupled receptor binding "	immune
skin	inf_ctl	down	comp28038	CO3_HUMAN	Complement C3 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	-2.853074554	1.049947387	11.26399784	0.000790248	0.033229101	"GO:0010828, GO:0006958, GO:0006957, GO:0030449, GO:0002675, GO:0045745, GO:0010866, GO:0010884, GO:0002864, GO:0060100, GO:0002922, GO:0010575, GO:0010954, GO:0002888, GO:0097242, GO:0043277, GO:0043312, GO:0048260, GO:1905114, GO:0002891, GO:0005615, GO:0035578, GO:0070062, GO:0005576, GO:0004866, GO:0001664"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, MF, MF"	"positive regulation of glucose transmembrane transport, complement activation, classical pathway, complement activation, alternative pathway, regulation of complement activation, positive regulation of acute inflammatory response, positive regulation of G protein-coupled receptor signaling pathway, regulation of triglyceride biosynthetic process, positive regulation of lipid storage, regulation of acute inflammatory response to antigenic stimulus, positive regulation of phagocytosis, engulfment, positive regulation of humoral immune response, positive regulation of vascular endothelial growth factor production, positive regulation of protein processing, positive regulation of myeloid leukocyte mediated immunity, amyloid-beta clearance, apoptotic cell clearance, neutrophil degranulation, positive regulation of receptor-mediated endocytosis, cell surface receptor signaling pathway involved in cell-cell signaling, positive regulation of immunoglobulin mediated immune response, extracellular space, azurophil granule lumen, extracellular exosome, extracellular region, endopeptidase inhibitor activity, G protein-coupled receptor binding "	immune
skin	inf_ctl	down	comp112170	CO3_MOUSE	Complement C3 (HSE-MSF) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	-3.451677215	2.00E+00	19.82255929	8.50E-06	0.001499334	"GO:0010828, GO:0006958, GO:0006957, GO:0030449, GO:0002675, GO:0045745, GO:0010866, GO:0010884, GO:0002864, GO:0060100, GO:0002922, GO:0010575, GO:0010954, GO:0002888, GO:0097242, GO:0043277, GO:0048260, GO:1905114, GO:0002891, GO:0005615, GO:0005576, GO:0004866, GO:0001664"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, MF, MF"	"positive regulation of glucose transmembrane transport, complement activation, classical pathway, complement activation, alternative pathway, regulation of complement activation, positive regulation of acute inflammatory response, positive regulation of G protein-coupled receptor signaling pathway, regulation of triglyceride biosynthetic process, positive regulation of lipid storage, regulation of acute inflammatory response to antigenic stimulus, positive regulation of phagocytosis, engulfment, positive regulation of humoral immune response, positive regulation of vascular endothelial growth factor production, positive regulation of protein processing, positive regulation of myeloid leukocyte mediated immunity, amyloid-beta clearance, apoptotic cell clearance, positive regulation of receptor-mediated endocytosis, cell surface receptor signaling pathway involved in cell-cell signaling, positive regulation of immunoglobulin mediated immune response, extracellular space, extracellular region, endopeptidase inhibitor activity, G protein-coupled receptor binding "	immuno
skin	inf_ctl	down	comp361905	LRIG3_HUMAN	Leucine-rich repeats and immunoglobulin-like domains protein 3 (LIG-3)	-1.163164174	3.961527635	14.75870976	0.000122182	0.009323086	"GO:0005615, GO:0005576"	"CC, CC"	"extracellular space, extracellular region "	immuno
