Nvir_gene_id	Ortholog_gene_name	Uniprot_entry	Protein_names	logFC	logCPM	LR	PValue	FDR	GO_ID	GO_category	GO_term	Tissue	Comparison	Expression
comp364838	LYZ	LYSC_ALLNI	"Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)"	3.550585426	7.386648187	40.63605713	1.83E-10	3.29E-07	"GO:0042742, GO:0019835, GO:0061783"	"BP, BP, MF"	"defense response to bacterium, cytolysis, peptidoglycan muralytic activity"	skin	both_ctl	up
comp360886	NA	NA	NA	3.547960639	3.667702419	17.96832207	2.25E-05	0.00156303	NA	NA	NA	skin	both_ctl	up
comp717828	NA	NA	NA	3.546447366	0.620887079	18.71384364	1.52E-05	0.001189325	NA	NA	NA	skin	both_ctl	up
comp344838	NA	NA	NA	3.508953205	0.850887254	15.67507503	7.52E-05	0.003670003	NA	NA	NA	skin	both_ctl	up
comp361925	NA	NA	NA	3.497017814	5.185072009	24.60847025	7.02E-07	0.000129755	NA	NA	NA	skin	both_ctl	up
comp352676	NA	NA	NA	3.496134962	1.985404478	18.72950576	1.51E-05	0.001189325	NA	NA	NA	skin	both_ctl	up
comp365201	NA	NA	NA	3.494424894	2.294599349	14.5012054	0.00014007	0.005719424	NA	NA	NA	skin	both_ctl	up
comp356324	NA	NA	NA	3.462469283	3.638606704	12.15274197	0.000490157	0.013740401	NA	NA	NA	skin	both_ctl	up
comp169684	NA	NA	NA	3.450772856	2.342173345	9.796498957	0.001748444	0.031614368	NA	NA	NA	skin	both_ctl	up
comp768223	NA	NA	NA	3.439443283	0.471516971	10.66825903	0.001089897	0.023286081	NA	NA	NA	skin	both_ctl	up
comp346907	NA	NA	NA	3.42366057	0.535928149	16.36653246	5.22E-05	0.002841889	NA	NA	NA	skin	both_ctl	up
comp363382	NA	NA	NA	3.409134585	5.092243751	28.16726502	1.11E-07	3.55E-05	NA	NA	NA	skin	both_ctl	up
comp350492	nfil3	NFIL3_XENTR	Nuclear factor interleukin-3-regulated protein	3.408272182	5.155876545	11.83540291	0.000581151	0.015293331	GO:0006955	BP	immune response	skin	both_ctl	up
comp319472	NA	NA	NA	3.403773123	1.715634847	9.096614788	0.00256083	0.040552634	NA	NA	NA	skin	both_ctl	up
comp361008	Cldn3	CLD3_RAT	Claudin-3 (Rat ventral prostate.1 protein) (RVP1)	3.396539512	3.877902455	11.97716687	0.000538564	0.014540493	"GO:0016338, GO:0051291, GO:0045471, GO:0001666, GO:0003382, GO:0070830, GO:0016021, GO:0016328, GO:0016327, GO:0005886, GO:0005198"	"BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, MF"	"calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules, protein heterooligomerization, response to ethanol, response to hypoxia, epithelial cell morphogenesis, bicellular tight junction assembly, integral component of membrane, lateral plasma membrane, apicolateral plasma membrane, plasma membrane, structural molecule activity"	skin	both_ctl	up
comp358363	IL18	IL18_CHICK	Interleukin-18 (IL-18)	3.391730945	3.296251597	22.96080488	1.65E-06	0.00025528	"GO:0006955, GO:0006954, GO:0032729, GO:0048518, GO:0005576, GO:0005615, GO:0005125"	"BP, BP, BP, BP, CC, CC, MF"	"immune response, inflammatory response, positive regulation of interferon-gamma production, positive regulation of biological process, extracellular region, extracellular space, cytokine activity"	skin	both_ctl	up
comp363634	NA	NA	NA	3.389766957	4.266192988	12.46043788	0.000415662	0.012465459	NA	NA	NA	skin	both_ctl	up
comp351724	NA	NA	NA	3.388066896	1.982387462	22.68365078	1.91E-06	0.000279589	NA	NA	NA	skin	both_ctl	up
comp339831	NA	NA	NA	3.387444573	0.989631262	18.88685039	1.39E-05	0.001125003	NA	NA	NA	skin	both_ctl	up
comp344180	NA	NA	NA	3.378759756	1.379774698	16.30412786	5.39E-05	0.002913238	NA	NA	NA	skin	both_ctl	up
comp95597	ANXA1	ANXA1_CAVCU	Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Lipocortin-like 33 kDa protein) (Phospholipase A2 inhibitory protein) (p35)	3.375243743	4.840628931	12.46257216	0.000415188	0.012465459	"GO:0009725, GO:0042102, GO:0006955, GO:0002548, GO:0006954, GO:0032652, GO:0045629, GO:0050900, GO:0071621, GO:0007267, GO:0045087, GO:0007187, GO:0045627, GO:0050727, GO:0046883, GO:0048518, GO:0045582, GO:0046635, GO:0002685, GO:0005576, GO:0001891, GO:0005615, GO:0031410, GO:0012506, GO:0016328, GO:0009897, GO:0031232, GO:0009986, GO:0016324, GO:0005886, GO:0019834"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, CC, CC, CC, CC, CC, CC, CC, MF"	"response to hormone, positive regulation of T cell proliferation, immune response, monocyte chemotaxis, inflammatory response, regulation of interleukin-1 production, negative regulation of T-helper 2 cell differentiation, leukocyte migration, granulocyte chemotaxis, cell-cell signaling, innate immune response, G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger, positive regulation of T-helper 1 cell differentiation, regulation of inflammatory response, regulation of hormone secretion, positive regulation of biological process, positive regulation of T cell differentiation, positive regulation of alpha-beta T cell activation, regulation of leukocyte migration, extracellular region, phagocytic cup, extracellular space, cytoplasmic vesicle, vesicle membrane, lateral plasma membrane, external side of plasma membrane, extrinsic component of external side of plasma membrane, cell surface, apical plasma membrane, plasma membrane, phospholipase A2 inhibitor activity"	skin	both_ctl	up
comp364396	MMP9	MMP9_RABIT	Matrix metalloproteinase-9 (MMP-9) (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B) (GELB)	3.36857531	6.646715956	14.79983521	0.000119546	0.005158486	"GO:0030574, GO:0050900, GO:0001503, GO:0005576, GO:0031012, GO:0005615, GO:0004222"	"BP, BP, BP, CC, CC, CC, MF"	"collagen catabolic process, leukocyte migration, ossification, extracellular region, extracellular matrix, extracellular space, metalloendopeptidase activity"	skin	both_ctl	up
comp347767	RTP3	RTP3_HUMAN	Receptor-transporting protein 3 (3CxxC-type zinc finger protein 3) (Transmembrane protein 7)	3.36050076	1.746583193	12.95691572	0.000318742	0.010496532	"GO:0016021, GO:0009986"	"CC, CC"	"integral component of membrane, cell surface"	skin	both_ctl	up
comp350629	NA	NA	NA	3.358442657	5.331151618	20.72465753	5.30E-06	0.000602303	NA	NA	NA	skin	both_ctl	up
comp352733	NA	NA	NA	3.349038527	1.70339717	17.28480336	3.22E-05	0.002025077	NA	NA	NA	skin	both_ctl	up
comp350691	NA	NA	NA	3.336142313	2.436259445	10.35739989	0.001289567	0.025821392	NA	NA	NA	skin	both_ctl	up
comp359167	NA	NA	NA	3.320076205	2.828670948	25.95465584	3.50E-07	7.78E-05	NA	NA	NA	skin	both_ctl	up
comp362068	Plin3	PLIN3_MOUSE	Perilipin-3 (Cargo selection protein TIP47) (Mannose-6-phosphate receptor-binding protein 1)	3.317894662	7.09148971	20.67408615	5.44E-06	0.000611394	GO:0031410	CC	cytoplasmic vesicle	skin	both_ctl	up
comp351242	NA	NA	NA	3.312976154	1.45685797	8.551109465	0.003453117	0.049273612	NA	NA	NA	skin	both_ctl	up
comp285610	NA	NA	NA	3.307238909	0.296899141	9.492458927	0.002063181	0.03533332	NA	NA	NA	skin	both_ctl	up
comp280810	NA	NA	NA	3.307215197	1.330568979	25.38626469	4.69E-07	9.56E-05	NA	NA	NA	skin	both_ctl	up
comp361375	NA	NA	NA	3.305957402	5.677115938	8.708747773	0.003166867	0.046275125	NA	NA	NA	skin	both_ctl	up
comp1358901	TRPV3	TRPV3_HUMAN	Transient receptor potential cation channel subfamily V member 3 (TrpV3) (Vanilloid receptor-like 3) (VRL-3)	3.300318095	1.223688075	12.22040082	0.000472698	0.013404394	"GO:0048518, GO:0090280, GO:0055085, GO:0072511, GO:0016021, GO:0005886, GO:0005887"	"BP, BP, BP, BP, CC, CC, CC"	"positive regulation of biological process, positive regulation of calcium ion import, transmembrane transport, divalent inorganic cation transport, integral component of membrane, plasma membrane, integral component of plasma membrane"	skin	both_ctl	up
comp361670	F11	FA11_HUMAN	Coagulation factor XI (FXI) (EC 3.4.21.27) (Plasma thromboplastin antecedent) (PTA) [Cleaved into: Coagulation factor XIa heavy chain; Coagulation factor XIa light chain]	3.297776564	5.098260343	15.74780543	7.24E-05	0.003602733	"GO:0048518, GO:0005576, GO:0005615, GO:0005886, GO:0004252"	"BP, CC, CC, CC, MF"	"positive regulation of biological process, extracellular region, extracellular space, plasma membrane, serine-type endopeptidase activity"	skin	both_ctl	up
comp357155	NA	NA	NA	3.267459494	3.893221116	12.97573953	0.000315553	0.010428558	NA	NA	NA	skin	both_ctl	up
comp360485	Capn13	CAN13_MOUSE	Calpain-13 (EC 3.4.22.-) (Calcium-activated neutral proteinase 13) (CANP 13)	3.264698535	4.616109743	32.52594135	1.18E-08	6.64E-06	NA	NA	NA	skin	both_ctl	up
comp351448	ANXA1	ANXA1_RABIT	Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Phospholipase A2 inhibitory protein) (p35)	3.250440744	4.751203663	11.5532917	0.000676294	0.016961424	"GO:0009725, GO:0042102, GO:0006955, GO:0002548, GO:0006954, GO:0032652, GO:0045629, GO:0050900, GO:0071621, GO:0007267, GO:0045087, GO:0007187, GO:0045627, GO:0050727, GO:0046883, GO:0048518, GO:0045582, GO:0046635, GO:0002685, GO:0005576, GO:0001891, GO:0005615, GO:0031410, GO:0012506, GO:0016328, GO:0009897, GO:0031232, GO:0009986, GO:0016324, GO:0005886, GO:0019834"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, CC, CC, CC, CC, CC, CC, CC, MF"	"response to hormone, positive regulation of T cell proliferation, immune response, monocyte chemotaxis, inflammatory response, regulation of interleukin-1 production, negative regulation of T-helper 2 cell differentiation, leukocyte migration, granulocyte chemotaxis, cell-cell signaling, innate immune response, G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger, positive regulation of T-helper 1 cell differentiation, regulation of inflammatory response, regulation of hormone secretion, positive regulation of biological process, positive regulation of T cell differentiation, positive regulation of alpha-beta T cell activation, regulation of leukocyte migration, extracellular region, phagocytic cup, extracellular space, cytoplasmic vesicle, vesicle membrane, lateral plasma membrane, external side of plasma membrane, extrinsic component of external side of plasma membrane, cell surface, apical plasma membrane, plasma membrane, phospholipase A2 inhibitor activity"	skin	both_ctl	up
comp361829	NA	NA	NA	3.249690514	2.288444249	18.7304138	1.51E-05	0.001189325	NA	NA	NA	skin	both_ctl	up
comp283143	NA	NA	NA	3.236464293	1.635845631	21.8014231	3.02E-06	0.000393776	NA	NA	NA	skin	both_ctl	up
comp358697	NA	NA	NA	3.227849724	9.145297218	26.34173791	2.86E-07	6.73E-05	NA	NA	NA	skin	both_ctl	up
comp357625	ZFAND2B	ZFN2B_HUMAN	AN1-type zinc finger protein 2B (Arsenite-inducible RNA-associated protein-like protein) (AIRAP-like protein)	3.22696292	5.159713151	38.60518447	5.19E-10	6.03E-07	"GO:0055085, GO:0031225, GO:0043130"	"BP, CC, MF"	"transmembrane transport, anchored component of membrane, ubiquitin binding"	skin	both_ctl	up
comp355343	NA	NA	NA	3.198936506	0.672352298	15.21662865	9.59E-05	0.004405625	NA	NA	NA	skin	both_ctl	up
comp341667	NA	NA	NA	3.188791946	3.39037609	16.08831606	6.05E-05	0.003119555	NA	NA	NA	skin	both_ctl	up
comp201842	NA	NA	NA	3.187926663	0.839467462	10.6552515	0.001097588	0.023385838	NA	NA	NA	skin	both_ctl	up
comp323588	ABCA12	ABCAC_HUMAN	ATP-binding cassette sub-family A member 12 (ATP-binding cassette transporter 12) (ATP-binding cassette 12)	3.181899681	2.094695215	17.36432144	3.09E-05	0.001981347	"GO:0035627, GO:0031424, GO:0043129, GO:0048518, GO:0048875, GO:2000010, GO:0033700, GO:0055085, GO:0061436, GO:0016021, GO:0031410, GO:0097209, GO:0005886, GO:0034191, GO:0034040"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, MF, MF"	"ceramide transport, keratinization, surfactant homeostasis, positive regulation of biological process, chemical homeostasis within a tissue, positive regulation of protein localization to cell surface, phospholipid efflux, transmembrane transport, establishment of skin barrier, integral component of membrane, cytoplasmic vesicle, epidermal lamellar body, plasma membrane, apolipoprotein A-I receptor binding, lipid-transporting ATPase activity"	skin	both_ctl	up
comp226325	NA	NA	NA	3.179270233	1.781215973	14.50621816	0.000139698	0.005716035	NA	NA	NA	skin	both_ctl	up
comp354958	NA	NA	NA	3.154071484	2.138453692	18.35100717	1.84E-05	0.001364998	NA	NA	NA	skin	both_ctl	up
comp347302	NA	NA	NA	3.143051989	0.504705659	10.67463901	0.001086144	0.023231018	NA	NA	NA	skin	both_ctl	up
comp357735	NA	NA	NA	3.142657274	1.559092776	20.50134748	5.96E-06	0.000650643	NA	NA	NA	skin	both_ctl	up
comp357972	NA	NA	NA	3.138933175	1.039372432	8.508472854	0.003534966	0.049901096	NA	NA	NA	skin	both_ctl	up
comp318832	NA	NA	NA	3.131654473	3.237007796	8.847195303	0.002935396	0.044226295	NA	NA	NA	skin	both_ctl	up
comp301339	NA	NA	NA	3.116416747	0.739889943	12.03144962	0.000523104	0.014239807	NA	NA	NA	skin	both_ctl	up
comp343230	NA	NA	NA	3.113658038	1.244504882	14.68624201	0.00012697	0.005361759	NA	NA	NA	skin	both_ctl	up
comp279250	Tnfsf15	TNF15_RAT	Tumor necrosis factor ligand superfamily member 15 (TNF ligand-related molecule 1) (Vascular endothelial cell growth inhibitor)	3.113076933	3.230407661	10.52575001	0.001177226	0.024438574	"GO:0006955, GO:0048518, GO:0006919, GO:0005576, GO:0016021, GO:0005615, GO:0005125"	"BP, BP, BP, CC, CC, CC, MF"	"immune response, positive regulation of biological process, activation of cysteine-type endopeptidase activity involved in apoptotic process, extracellular region, integral component of membrane, extracellular space, cytokine activity"	skin	both_ctl	up
comp310051	NA	NA	NA	3.112526663	3.495010952	16.30394278	5.40E-05	0.002913238	NA	NA	NA	skin	both_ctl	up
comp362808	ERMAP	ERMAP_HUMAN	Erythroid membrane-associated protein (hERMAP) (Radin blood group antigen) (Scianna blood group antigen)	3.098799257	5.82595523	17.76815108	2.50E-05	0.001671651	"GO:0006955, GO:0050852, GO:0048518, GO:0016021, GO:0009897, GO:0009986, GO:0005886"	"BP, BP, BP, CC, CC, CC, CC"	"immune response, T cell receptor signaling pathway, positive regulation of biological process, integral component of membrane, external side of plasma membrane, cell surface, plasma membrane"	skin	both_ctl	up
comp347153	NA	NA	NA	3.091434017	0.56219744	12.82090391	0.000342768	0.010979134	NA	NA	NA	skin	both_ctl	up
comp350932	NA	NA	NA	3.079677392	3.318638375	12.26620808	0.000461235	0.013229866	NA	NA	NA	skin	both_ctl	up
comp341114	NA	NA	NA	3.056592351	1.130120247	20.86390955	4.93E-06	0.000576633	NA	NA	NA	skin	both_ctl	up
comp358625	NA	NA	NA	3.047603579	2.051428242	9.342775253	0.002238663	0.037085237	NA	NA	NA	skin	both_ctl	up
comp363177	NA	NA	NA	3.043130991	3.747566283	27.93151472	1.26E-07	3.82E-05	NA	NA	NA	skin	both_ctl	up
comp357939	NA	NA	NA	3.039726136	3.624643484	15.97562676	6.42E-05	0.003243116	NA	NA	NA	skin	both_ctl	up
comp309869	NA	NA	NA	3.039078994	0.869890429	18.83737807	1.42E-05	0.001141286	NA	NA	NA	skin	both_ctl	up
comp363788	NA	NA	NA	3.030874934	6.181810657	15.03913195	0.000105305	0.004762335	NA	NA	NA	skin	both_ctl	up
comp1081059	NA	NA	NA	3.028673003	1.95791558	10.29435346	0.001334379	0.026557233	NA	NA	NA	skin	both_ctl	up
comp2142625	NA	NA	NA	3.028185233	0.596957443	11.04546094	0.000889046	0.020312388	NA	NA	NA	skin	both_ctl	up
comp356684	NA	NA	NA	3.027423593	2.477774618	20.38410789	6.34E-06	0.000668733	NA	NA	NA	skin	both_ctl	up
comp358944	GPRC5A	RAI3_HUMAN	Retinoic acid-induced protein 3 (G-protein coupled receptor family C group 5 member A) (Phorbol ester induced gene 1) (PEIG-1) (Retinoic acid-induced gene 1 protein) (RAIG-1)	3.023510334	7.737553805	16.83530508	4.08E-05	0.002369687	"GO:0032269, GO:0005576, GO:0016021, GO:0005615, GO:0031410, GO:0012506, GO:0005886, GO:0005887"	"BP, CC, CC, CC, CC, CC, CC, CC"	"negative regulation of cellular protein metabolic process, extracellular region, integral component of membrane, extracellular space, cytoplasmic vesicle, vesicle membrane, plasma membrane, integral component of plasma membrane"	skin	both_ctl	up
comp323647	NA	NA	NA	3.01865196	2.36533794	14.80528862	0.000119201	0.005156319	NA	NA	NA	skin	both_ctl	up
comp326298	PCDH1	PCDH1_HUMAN	Protocadherin-1 (Cadherin-like protein 1) (Protocadherin-42) (PC42)	3.014994866	1.26725384	14.73650834	0.000123629	0.005311479	"GO:0007267, GO:0016021, GO:0005886, GO:0005887"	"BP, CC, CC, CC"	"cell-cell signaling, integral component of membrane, plasma membrane, integral component of plasma membrane"	skin	both_ctl	up
comp338704	NA	NA	NA	3.005172016	0.915248889	17.73504187	2.54E-05	0.001689544	NA	NA	NA	skin	both_ctl	up
comp341710	NA	NA	NA	2.997148212	5.297992999	17.02836235	3.68E-05	0.002205408	NA	NA	NA	skin	both_ctl	up
comp294668	NA	NA	NA	2.993994057	1.458607263	11.39729309	0.000735512	0.018102022	NA	NA	NA	skin	both_ctl	up
comp352375	NA	NA	NA	2.984099182	4.2759314	15.52023097	8.16E-05	0.003896603	NA	NA	NA	skin	both_ctl	up
comp732293	GCH1	GCH1_HUMAN	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)	2.9814654	2.420719911	14.85841052	0.00011589	0.005063342	"GO:0006955, GO:0045776, GO:0032496, GO:0051291, GO:0045087, GO:0006809, GO:0048518, GO:0034612, GO:0042311, GO:0031410, GO:0042803"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, MF"	"immune response, negative regulation of blood pressure, response to lipopolysaccharide, protein heterooligomerization, innate immune response, nitric oxide biosynthetic process, positive regulation of biological process, response to tumor necrosis factor, vasodilation, cytoplasmic vesicle, protein homodimerization activity"	skin	both_ctl	up
comp351958	TSPAN3	TSN3_PONAB	Tetraspanin-3 (Tspan-3)	2.975458114	1.280917298	17.19377819	3.38E-05	0.002065264	GO:0016021	CC	integral component of membrane	skin	both_ctl	up
comp349545	PGLYRP1	PGRP1_BOSIN	Peptidoglycan recognition protein 1	2.973805729	7.085938241	16.88654391	3.97E-05	0.002320217	"GO:0042742, GO:0006955, GO:0009253, GO:0045087, GO:0050832, GO:0005576, GO:0061783"	"BP, BP, BP, BP, BP, CC, MF"	"defense response to bacterium, immune response, peptidoglycan catabolic process, innate immune response, defense response to fungus, extracellular region, peptidoglycan muralytic activity"	skin	both_ctl	up
comp365065	HLA-DRB1	2B14_HUMAN	"HLA class II histocompatibility antigen, DRB1-4 beta chain (MHC class II antigen DRB1*4) (DR-4) (DR4)"	2.97099644	5.219394624	13.81588752	0.000201624	0.007532507	"GO:0016064, GO:0006955, GO:0050728, GO:0006954, GO:0071346, GO:0046598, GO:0050852, GO:0051291, GO:2001179, GO:0007267, GO:0045087, GO:0002455, GO:0051290, GO:0050727, GO:0019886, GO:0046883, GO:0045655, GO:0048518, GO:0002381, GO:0001678, GO:0002504, GO:0002495, GO:0042613, GO:0016021, GO:0031410, GO:0012506, GO:0012507, GO:0009897, GO:0071556, GO:0009986, GO:0005886, GO:0005887, GO:0030669, GO:0042609, GO:0042605"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, CC, CC, CC, CC, CC, CC, CC, MF, MF"	"immunoglobulin mediated immune response, immune response, negative regulation of inflammatory response, inflammatory response, cellular response to interferon-gamma, positive regulation of viral entry into host cell, T cell receptor signaling pathway, protein heterooligomerization, regulation of interleukin-10 secretion, cell-cell signaling, innate immune response, humoral immune response mediated by circulating immunoglobulin, protein heterotetramerization, regulation of inflammatory response, antigen processing and presentation of exogenous peptide antigen via MHC class II, regulation of hormone secretion, regulation of monocyte differentiation, positive regulation of biological process, immunoglobulin production involved in immunoglobulin mediated immune response, cellular glucose homeostasis, antigen processing and presentation of peptide or polysaccharide antigen via MHC class II, antigen processing and presentation of peptide antigen via MHC class II, MHC class II protein complex, integral component of membrane, cytoplasmic vesicle, vesicle membrane, ER to Golgi transport vesicle membrane, external side of plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface, plasma membrane, integral component of plasma membrane, clathrin-coated endocytic vesicle membrane, CD4 receptor binding, peptide antigen binding"	skin	both_ctl	up
comp351710	NA	NA	NA	2.967999845	0.939352176	12.29983328	0.000452999	0.013146277	NA	NA	NA	skin	both_ctl	up
comp341932	NA	NA	NA	2.952690881	1.053315652	16.00943255	6.30E-05	0.003214169	NA	NA	NA	skin	both_ctl	up
comp309713	NA	NA	NA	2.95174537	3.786015601	9.059818246	0.002612879	0.040950307	NA	NA	NA	skin	both_ctl	up
comp362713	NA	NA	NA	2.947088287	3.021379609	9.26719423	0.002332948	0.038009938	NA	NA	NA	skin	both_ctl	up
comp313250	NA	NA	NA	2.940730425	0.843991642	10.28090762	0.001344138	0.026670885	NA	NA	NA	skin	both_ctl	up
comp339651	NA	NA	NA	2.934180731	3.017326377	13.22458968	0.0002763	0.009465286	NA	NA	NA	skin	both_ctl	up
comp273963	Ccl5	CCL5_RAT	C-C motif chemokine 5 (SIS-delta) (Small-inducible cytokine A5) (T-cell-specific protein RANTES)	2.928976968	1.694822224	14.71947579	0.000124751	0.005313478	"GO:0009725, GO:0071347, GO:0006955, GO:0032496, GO:0002548, GO:0006954, GO:0071356, GO:0071346, GO:0050900, GO:0071621, GO:0002551, GO:0007267, GO:0045087, GO:0010820, GO:0045766, GO:0045672, GO:0050727, GO:0046883, GO:0071222, GO:0048518, GO:0030316, GO:0045471, GO:0034612, GO:0120036, GO:0002685, GO:2000406, GO:0071402, GO:0005576, GO:0005615, GO:0005125, GO:0008009"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, MF, MF"	"response to hormone, cellular response to interleukin-1, immune response, response to lipopolysaccharide, monocyte chemotaxis, inflammatory response, cellular response to tumor necrosis factor, cellular response to interferon-gamma, leukocyte migration, granulocyte chemotaxis, mast cell chemotaxis, cell-cell signaling, innate immune response, positive regulation of T cell chemotaxis, positive regulation of angiogenesis, positive regulation of osteoclast differentiation, regulation of inflammatory response, regulation of hormone secretion, cellular response to lipopolysaccharide, positive regulation of biological process, osteoclast differentiation, response to ethanol, response to tumor necrosis factor, plasma membrane bounded cell projection organization, regulation of leukocyte migration, positive regulation of T cell migration, cellular response to lipoprotein particle stimulus, extracellular region, extracellular space, cytokine activity, chemokine activity"	skin	both_ctl	up
comp363338	NA	NA	NA	2.927730491	1.172628204	10.25422964	0.001363716	0.026870502	NA	NA	NA	skin	both_ctl	up
comp358613	NA	NA	NA	2.916985183	7.198356037	10.43651502	0.001235482	0.025146059	NA	NA	NA	skin	both_ctl	up
comp360785	NA	NA	NA	2.915669844	0.811731228	24.17057096	8.82E-07	0.00015558	NA	NA	NA	skin	both_ctl	up
comp1149049	NA	NA	NA	2.911472929	2.197503714	13.21798077	0.000277276	0.009465286	NA	NA	NA	skin	both_ctl	up
comp354154	NA	NA	NA	2.895595135	4.147489336	18.64639964	1.57E-05	0.001214684	NA	NA	NA	skin	both_ctl	up
comp1141051	NA	NA	NA	2.888086709	2.545650725	15.99744819	6.34E-05	0.003214169	NA	NA	NA	skin	both_ctl	up
comp356185	NA	LYG_CHICK	"Lysozyme g (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase) (Goose-type lysozyme)"	2.886773346	8.816880096	10.17686973	0.001422134	0.027554546	"GO:0042742, GO:0009253, GO:0019835, GO:0016998, GO:0005576, GO:0061783"	"BP, BP, BP, BP, CC, MF"	"defense response to bacterium, peptidoglycan catabolic process, cytolysis, cell wall macromolecule catabolic process, extracellular region, peptidoglycan muralytic activity"	skin	both_ctl	up
comp349249	NA	NA	NA	2.884928573	3.58465142	11.69437496	0.000626893	0.016105743	NA	NA	NA	skin	both_ctl	up
comp246819	Tgm5	TGM5_MOUSE	Protein-glutamine gamma-glutamyltransferase 5 (EC 2.3.2.13) (Transglutaminase-5) (TGase-5)	2.883802972	1.673487782	31.74289668	1.76E-08	9.15E-06	"GO:0018149, GO:0003810"	"BP, MF"	"peptide cross-linking, protein-glutamine gamma-glutamyltransferase activity"	skin	both_ctl	up
comp352713	TNFRSF6B	TNF6B_HUMAN	Tumor necrosis factor receptor superfamily member 6B (Decoy receptor 3) (DcR3) (Decoy receptor for Fas ligand) (M68)	2.877211027	1.448957241	8.716501006	0.003153427	0.046243401	"GO:0071356, GO:0034612, GO:0005576, GO:0005615"	"BP, BP, CC, CC"	"cellular response to tumor necrosis factor, response to tumor necrosis factor, extracellular region, extracellular space"	skin	both_ctl	up
comp359443	TIMP1	TIMP1_SHEEP	Metalloproteinase inhibitor 1 (Tissue inhibitor of metalloproteinases 1) (TIMP-1)	2.870607505	8.410019981	15.50420046	8.23E-05	0.003920318	"GO:2001044, GO:0048518, GO:0010951, GO:0032269, GO:0005576, GO:0005615, GO:0005125, GO:0008191, GO:0008083"	"BP, BP, BP, BP, CC, CC, MF, MF, MF"	"regulation of integrin-mediated signaling pathway, positive regulation of biological process, negative regulation of endopeptidase activity, negative regulation of cellular protein metabolic process, extracellular region, extracellular space, cytokine activity, metalloendopeptidase inhibitor activity, growth factor activity"	skin	both_ctl	up
comp360249	NA	NA	NA	2.869000177	9.079656836	17.2962866	3.20E-05	0.002019306	NA	NA	NA	skin	both_ctl	up
comp357389	NA	NA	NA	2.868399094	0.988441648	9.779402535	0.001764776	0.031694179	NA	NA	NA	skin	both_ctl	up
comp364402	TAP1	TAP1_GORGO	Antigen peptide transporter 1 (APT1) (ATP-binding cassette sub-family B member 2) (Peptide transporter TAP1)	2.867022685	4.447369181	32.21259163	1.38E-08	7.59E-06	"GO:0002474, GO:0006955, GO:0016021, GO:0042287"	"BP, BP, CC, MF"	"antigen processing and presentation of peptide antigen via MHC class I, immune response, integral component of membrane, MHC protein binding"	skin	both_ctl	up
comp349197	NA	NA	NA	2.864902917	1.346326474	12.06741797	0.000513107	0.014143008	NA	NA	NA	skin	both_ctl	up
comp353379	NA	NA	NA	2.858623553	8.988731233	26.96114578	2.08E-07	5.65E-05	NA	NA	NA	skin	both_ctl	up
comp356446	ANG2	ANG2_BOVIN	Angiogenin-2 (EC 3.1.27.-)	2.84856528	8.196304125	16.99037225	3.76E-05	0.002229708	"GO:0032269, GO:0005576, GO:0031410, GO:0004540"	"BP, CC, CC, MF"	"negative regulation of cellular protein metabolic process, extracellular region, cytoplasmic vesicle, ribonuclease activity"	skin	both_ctl	up
comp364075	TGM1	TGM1_CANLF	Protein-glutamine gamma-glutamyltransferase K (EC 2.3.2.13) (Epidermal TGase) (Transglutaminase K) (TG(K)) (TGK) (TGase K) (Transglutaminase-1) (TGase-1)	2.845757168	8.216837469	18.92878376	1.36E-05	0.001112713	"GO:0018149, GO:0031424, GO:0048518, GO:0003810"	"BP, BP, BP, MF"	"peptide cross-linking, keratinization, positive regulation of biological process, protein-glutamine gamma-glutamyltransferase activity"	skin	both_ctl	up
